Record_ID,Record_Type,Title,Description,Batch_ID,Product_Code,Status_Workflow,Owner_Name,Open_Date,Due_Date,Closure_Date,Source_Event_ID
QE-00156,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Complaint.,B2025103,PROD-004,Pending Approval,QA-georgejames,2025-04-30,2025-06-20,2025-05-24,QE-00044
QE-00157,Deviation,Deviation Investigation for Batch B2025158,Unexpected parameter drift during manufacturing of Product D.,B2025158,PROD-004,In Progress,QA-debra72,2025-04-25,2025-06-02,,
QE-00158,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Complaint.,B2025139,PROD-004,Pending Approval,QA-georgejames,2024-10-25,2024-12-09,,
QE-00159,Change Control,Change Control for SOP Update,Proposed change to improve efficiency.,B2025104,PROD-004,Closed,QA-lambertscott,2023-09-22,2023-10-15,2023-10-12,QE-00156
QE-00160,Deviation,Deviation Investigation for Batch B2025105,Unexpected temperature fluctuation during manufacturing of ProductC.,B2025105,PROD-003,Pending Approval,QA-georgejames,2023-08-14,2023-10-17,,
QE-00161,Deviation,Deviation Investigation for Batch B2025211,,B2025211,PROD-004,Pending Implementation,QA-debra72,2024-07-17,2024-08-16,,
QE-00162,Deviation,Deviation Investigation for Batch B2025183,Unexpected OOS result during manufacturing of ProductB.,B2025183,PROD-002,Pending Approval,QA-lambertscott,2023-10-15,2024-01-09,,
QE-00163,Deviation,Deviation Investigation for Batch B2025033,Unexpected OOS result during manufacturing of Product D.,B2025033,PROD-004,Pending Implementation,QA-debra72,2023-07-27,2023-08-25,,
QE-00164,Deviation,Deviation Investigation for Batch B2025020,Unexpected temperature fluctuation during manufacturing of ProductA.,B2025020,PROD-001,Closed,QA-georgejames,2025-06-13,2025-09-11,2025-09-07,
QE-00165,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Deviation.,B2025200,PROD-004,Pending Approval,QA-douglas49,2024-07-27,2024-09-17,,QE-00043
QE-00166,CAPA,CAPA Plan for ProductA,Corrective and preventive actions to address root cause of Audit Finding.,B2025170,PROD-001,Closed,QA-georgejames,2024-02-16,2024-04-05,2024-02-25,QE-00027
QE-00167,Deviation,Deviation Investigation for Batch B2025079,Unexpected OOS result during manufacturing of ProductB.,B2025079,PROD-002,Closed,QA-debra72,2023-08-17,2023-10-28,2023-09-04,
QE-00168,Change Control,Change Control for Process Update,Proposed change to improve efficiency.,B2025109,PROD-002,Pending Implementation,QA-douglas49,2024-06-06,2024-07-03,,QE-00126
QE-00169,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Audit Finding.,B2025208,PROD-004,Closed,QA-lambertscott,2024-08-20,2024-10-18,2024-10-04,QE-00030
QE-00170,Change Control,Change Control for SOP Update,Proposed change to update to new regulatory guideline.,B2025058,PROD-004,In Progress,QA-georgejames,2024-07-13,2024-08-08,,
QE-00171,Change Control,Change Control for Equipment Update,Proposed change to update to new regulatory guideline.,B2025058,PROD-004,Closed,QA-georgejames,2023-09-17,2023-10-11,2023-09-29,QE-00159
QE-00172,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Complaint.,B2025090,PROD-004,In Progress,QA-lambertscott,2025-05-07,2025-06-04,,QE-00029
QE-00173,Change Control,Change Control for SOP Update,Proposed change to improve efficiency.,B2025109,PROD-004,Pending Approval,QA-douglas49,2024-05-19,2024-07-29,,
QE-00174,Change Control,Change Control for SOP Update,Proposed change to update to new regulatory guideline.,B2025204,PROD-003,Closed,QA-debra72,2025-04-13,2025-05-09,2025-05-06,
QE-00175,Change Control,Change Control for Process Update,Proposed change to update to new regulatory guideline.,B2025045,PROD-004,Pending Implementation,QA-douglas49,2024-07-03,2024-08-07,,
QE-00176,CAPA,CAPA Plan for ProductC,Corrective and preventive actions to address root cause of Complaint.,B2025088,PROD-003,Pending Approval,QA-douglas49,2024-12-11,2024-12-30,,
QE-00177,Change Control,Change Control for Equipment Update,Proposed change to improve efficiency.,B2025169,PROD-002,In Progress,QA-debra72,2024-02-19,2024-03-29,,
QE-00178,Deviation,Deviation Investigation for Batch B2025211,Unexpected parameter drift during manufacturing of Product D.,B2025211,PROD-004,In Progress,QA-georgejames,2025-04-11,2025-07-02,,
QE-00179,CAPA,CAPA Plan for ProductB,Corrective and preventive actions to address root cause of Complaint.,B2025202,PROD-002,Pending Implementation,QA-georgejames,2025-06-02,2025-08-12,,QE-00175
QE-00180,Change Control,Change Control for Equipment Update,Proposed change to update to new regulatory guideline.,B2025070,PROD-001,In Progress,QA-douglas49,2024-03-08,2024-06-06,,QE-00057
QE-00181,Change Control,Change Control for Process Update,Proposed change to improve efficiency.,B2025138,PROD-001,Closed,QA-douglas49,2025-06-09,2025-08-30,2025-07-13,QE-00005
QE-00182,Deviation,Deviation Investigation for Batch B2025109,Unexpected parameter drift during manufacturing of ProductA.,B2025109,PROD-001,Closed,QA-debra72,2024-07-27,2024-10-08,2024-08-09,
QE-00183,Deviation,Deviation Investigation for Batch B2025029,Unexpected OOS result during manufacturing of ProductC.,B2025029,PROD-003,Pending Approval,QA-douglas49,2024-12-28,2025-03-19,,
QE-00184,Deviation,Deviation Investigation for Batch B2025035,Unexpected temperature fluctuation during manufacturing of ProductC.,B2025035,PROD-003,Pending Implementation,QA-debra72,2023-07-03,2023-09-26,,
QE-00185,Deviation,Deviation Investigation for Batch B2025172,Unexpected parameter drift during manufacturing of ProductA.,B2025172,PROD-001,In Progress,QA-georgejames,2025-02-18,2025-04-06,2025-03-25,
QE-00186,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Audit Finding.,B2025200,PROD-004,Closed,QA-lambertscott,2023-12-07,2024-02-08,2024-01-05,QE-00144
QE-00187,Deviation,Deviation Investigation for Batch B2025211,Unexpected temperature fluctuation during manufacturing of Product D.,B2025211,PROD-004,In Progress,QA-debra72,2024-08-20,2024-09-13,2024-09-11,
QE-00188,CAPA,CAPA Plan for ProductC,Corrective and preventive actions to address root cause of Deviation.,B2025049,PROD-003,In Progress,QA-lambertscott,2024-07-05,2024-09-07,,QE-00055
QE-00189,CAPA,CAPA Plan for ProductA,Corrective and preventive actions to address root cause of Audit Finding.,B2025183,PROD-001,Pending Approval,QA-georgejames,2024-03-14,2024-04-09,,
QE-00190,Change Control,Change Control for Process Update,Proposed change to update to new regulatory guideline.,B2025197,PROD-004,Pending Approval,QA-lambertscott,2024-05-25,2024-08-07,,QE-00009
QE-00191,Deviation,Deviation Investigation for Batch B2025044,,B2025044,PROD-003,Pending Approval,QA-lambertscott,2023-07-09,2023-08-07,,
QE-00192,Change Control,Change Control for SOP Update,Proposed change to update to new regulatory guideline.,B2025206,PROD-002,Pending Approval,QA-douglas49,2024-07-23,2024-08-25,,QE-00128
QE-00193,Change Control,Change Control for SOP Update,Proposed change to improve efficiency.,B2025200,PROD-003,Pending Approval,QA-georgejames,2023-12-18,2024-01-03,,QE-00151
QE-00194,Deviation,Deviation Investigation for Batch B2025206,Unexpected pressure drop during manufacturing of ProductA.,B2025206,PROD-001,Closed,QA-lambertscott,2024-06-23,2024-09-09,2024-06-25,
QE-00195,Deviation,Deviation Investigation for Batch B2025096,Unexpected parameter drift during manufacturing of ProductC.,B2025096,PROD-003,Pending Implementation,QA-lambertscott,2024-03-19,2024-06-08,,
QE-00196,Change Control,Change Control for Equipment Update,Proposed change to address a CAPA.,B2025142,PROD-003,Pending Implementation,QA-debra72,2024-02-26,2024-03-12,,QE-00151
QE-00197,CAPA,CAPA Plan for Product D,Corrective and preventive actions to address root cause of Deviation.,B2025118,PROD-004,Closed,QA-douglas49,2023-10-28,2024-01-15,2023-11-21,QE-00045
QE-00198,Change Control,Change Control for SOP Update,Proposed change to update to new regulatory guideline.,B2025142,PROD-002,Pending Approval,QA-georgejames,2025-04-10,2025-07-03,,QE-00032
QE-00199,Change Control,Change Control for Process Update,Proposed change to improve efficiency.,B2025130,PROD-001,In Progress,QA-lambertscott,2024-06-06,2024-08-09,,
QE-00200,Change Control,Change Control for Process Update,Proposed change to address a CAPA.,B2025206,PROD-003,In Progress,QA-debra72,2024-04-15,2024-07-02,,
