Lab_Sample_ID,Batch_ID,Product_Name,Sample_Type,Sample_Login_Timestamp,Sample_Status,Test_Name,Test_Method_ID,Instrument_ID,Spec_Limit_Min,Spec_Limit_Max,Result_Value,Result_UOM,Result_Status,Analyst_ID,Result_Entry_Timestamp,Reviewed_By,Approved_By
SMPL-00115,B2025174,ProductC,In-Process,2024-09-28 23:56:09,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,100.8,%,Pass,AN-lauraodom,2024-09-29 02:56:09,QA-georgejames,QA-lambertscott
SMPL-00116,B2025106,ProductC,In-Process,2024-10-31 23:12:17,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-3,99.0,,99.05,%,Pass,AN-teresa11,2024-11-01 03:12:17,QA-georgejames,QA-lambertscott
SMPL-00117,B2025161,ProductB,In-Process,2024-12-04 21:24:28,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.02,%,Pass,AN-teresa11,2024-12-04 22:24:28,,
SMPL-00118,B2025032,ProductA,Finished Product,2025-02-17 14:50:13,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,101.5,%,Pass,AN-bryantheather,2025-02-17 18:50:13,QA-georgejames,QA-douglas49
SMPL-00119,B2025111,Product D,In-Process,2025-05-16 18:32:25,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,6.92,,Pass,AN-zcole,2025-05-16 21:32:25,QA-georgejames,QA-debra72
SMPL-00120,B2025015,ProductA,In-Process,2025-01-18 00:08:29,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,99.27,%,Pass,AN-zcole,2025-01-18 03:08:29,QA-douglas49,QA-debra72
SMPL-00121,B2025154,ProductB,In-Process,2024-08-25 03:03:57,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-meyerjoseph,2024-08-25 04:03:57,,
SMPL-00122,B2025138,ProductB,In-Process,2025-02-11 02:49:49,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,7.19,,Pass,AN-jose98,2025-02-11 05:49:49,QA-douglas49,QA-lambertscott
SMPL-00123,B2025007,ProductC,Finished Product,2024-11-25 03:08:30,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.51,%,Pass,AN-zcole,2024-11-25 07:08:30,QA-georgejames,QA-lambertscott
SMPL-00124,B2025170,ProductA,In-Process,2024-07-29 21:21:30,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,99.4,%,Pass,AN-zcole,2024-07-29 23:21:30,QA-debra72,QA-lambertscott
SMPL-00125,B2025204,ProductB,Finished Product,2024-08-22 07:55:36,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.28,%,Pass,AN-wallderek,2024-08-22 10:55:36,QA-lambertscott,
SMPL-00126,B2025020,ProductA,Finished Product,2025-04-20 03:27:03,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,97.7,%,OOS,AN-teresa11,2025-04-20 06:27:03,QA-douglas49,QA-georgejames
SMPL-00127,B2025063,ProductC,Finished Product,2024-06-21 02:23:20,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,7.55,,OOS,AN-teresa11,2024-06-21 05:23:20,,
SMPL-00128,B2025182,Product D,Finished Product,2024-12-30 11:41:01,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.5,%,Pass,AN-zcole,2024-12-30 15:41:01,QA-debra72,
SMPL-00129,B2025144,Product D ,In-Process,2025-04-10 11:36:00,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,7.26,,Pass,AN-wallderek,2025-04-10 15:36:00,QA-debra72,
SMPL-00130,B2025145,ProductC,In-Process,2024-07-02 16:03:07,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.48,%,Pass,AN-zcole,2024-07-02 18:03:07,QA-debra72,QA-georgejames
SMPL-00131,B2025101,ProductB,In-Process,2025-06-14 23:51:04,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,100.8,%,Pass,AN-jose98,2025-06-15 01:51:04,QA-debra72,QA-douglas49
SMPL-00132,B2025214,ProductA,Finished Product,2025-03-01 08:36:14,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,99.93,%,Pass,AN-meyerjoseph,2025-03-01 11:36:14,QA-debra72,
SMPL-00133,B2025084,ProductB,Finished Product,2024-07-22 03:40:50,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,6.48,,OOS,AN-zcole,2024-07-22 04:40:50,,
SMPL-00134,B2025156,ProductB,In-Process,2025-01-09 02:47:26,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-3,99.0,,99.95,%,Pass,AN-teresa11,2025-01-09 05:47:26,QA-lambertscott,QA-douglas49
SMPL-00135,B2025051,ProductC,In-Process,2024-10-13 23:52:08,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.51,,Pass,AN-zcole,2024-10-14 01:52:08,QA-douglas49,QA-debra72
SMPL-00136,B2025154,ProductB,Finished Product,2024-08-25 02:43:57,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,,%,Test Not Performed,AN-wallderek,2024-08-25 05:43:57,,
SMPL-00137,B2025139,Product D,Finished Product,2024-12-02 02:11:26,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.88,%,Pass,AN-bryantheather,2024-12-02 04:11:26,QA-douglas49,QA-georgejames
SMPL-00138,B2025107,ProductC,Finished Product,2024-09-27 15:11:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-3,99.0,,99.32,%,Pass,AN-lauraodom,2024-09-27 19:11:16,QA-douglas49,QA-debra72
SMPL-00139,B2025116,ProductA,Finished Product,2025-01-02 21:04:57,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,99.6,%,Pass,AN-zcole,2025-01-03 01:04:57,QA-douglas49,QA-georgejames
SMPL-00140,B2025008,Product D ,In-Process,2025-04-13 20:06:43,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,7.33,,Pass,AN-jose98,2025-04-14 00:06:43,,
SMPL-00141,B2025086,ProductB,In-Process,2024-07-19 05:53:44,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,6.44,,OOS,AN-zcole,2024-07-19 07:53:44,QA-georgejames,QA-lambertscott
SMPL-00142,B2025182,Product D ,In-Process,2024-12-30 11:59:01,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,7.43,,Pass,AN-jose98,2024-12-30 13:59:01,QA-debra72,QA-georgejames
SMPL-00143,B2025093,ProductA,Finished Product,2025-01-17 01:12:59,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.42,,OOS,AN-teresa11,2025-01-17 05:12:59,QA-lambertscott,QA-debra72
SMPL-00144,B2025220,ProductA,In-Process,2024-07-23 02:21:04,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.59,,Pass,AN-zcole,2024-07-23 05:21:04,QA-lambertscott,QA-debra72
SMPL-00145,B2025135,ProductA,In-Process,2024-11-07 04:43:16,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.45,,OOS,AN-zcole,2024-11-07 05:43:16,QA-lambertscott,
SMPL-00146,B2025104,Product D ,Finished Product,2024-11-01 04:46:41,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,99.5,%,Pass,AN-teresa11,2024-11-01 07:46:41,,
SMPL-00147,B2025189,ProductA,In-Process,2024-06-25 07:53:48,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,99.6,%,Pass,AN-jose98,2024-06-25 08:53:48,QA-lambertscott,
SMPL-00148,B2025137,ProductA,In-Process,2025-03-21 13:26:32,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.2,,Pass,AN-lauraodom,2025-03-21 16:26:32,QA-debra72,QA-georgejames
SMPL-00149,B2025130,ProductB,In-Process,2024-12-11 13:22:21,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.98,%,Pass,AN-zcole,2024-12-11 15:22:21,QA-lambertscott,QA-debra72
SMPL-00150,B2025117,ProductA,Finished Product,2024-11-07 02:59:47,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.35,,Pass,AN-lauraodom,2024-11-07 03:59:47,QA-douglas49,
SMPL-00151,B2025166,Product D,Finished Product,2024-10-29 12:34:58,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,,%,Test Not Performed,AN-jose98,2024-10-29 15:34:58,,
SMPL-00152,B2025058,ProductA,In-Process,2024-10-07 09:40:23,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,99.29,%,Pass,AN-jose98,2024-10-07 11:40:23,QA-georgejames,QA-debra72
SMPL-00153,B2025030,ProductC,In-Process,2024-12-18 17:46:56,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,99.2,%,Pass,AN-zcole,2024-12-18 18:46:56,QA-debra72,QA-douglas49
SMPL-00154,B2025034,ProductB,In-Process,2024-10-28 17:28:58,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,6.85,,Pass,AN-wallderek,2024-10-28 20:28:58,,
SMPL-00155,B2025137,ProductA,Finished Product,2025-03-21 13:57:32,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,6.43,,OOS,AN-lauraodom,2025-03-21 16:57:32,QA-lambertscott,
SMPL-00156,B2025009,Product D,Finished Product,2024-10-17 03:16:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,100.1,%,Pass,AN-bryantheather,2024-10-17 07:16:43,,
SMPL-00157,B2025006,ProductA,Finished Product,2024-09-08 19:27:33,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.87,%,Pass,AN-bryantheather,2024-09-08 22:27:33,QA-lambertscott,QA-douglas49
SMPL-00158,B2025207,Product D ,Finished Product,2024-12-02 07:12:22,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.75,%,Pass,AN-wallderek,2024-12-02 10:12:22,QA-georgejames,QA-debra72
SMPL-00159,B2025152,ProductB,Finished Product,2025-05-28 16:53:15,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,99.81,%,Pass,AN-zcole,2025-05-28 18:53:15,QA-georgejames,QA-lambertscott
SMPL-00160,B2025031,Product D,Finished Product,2025-03-08 01:09:59,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,100.5,%,Pass,AN-jose98,2025-03-08 03:09:59,QA-debra72,QA-georgejames
SMPL-00161,B2025157,ProductA,In-Process,2024-10-05 23:39:20,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,6.76,,Pass,AN-teresa11,2024-10-06 00:39:20,QA-douglas49,QA-lambertscott
SMPL-00162,B2025109,Product D ,In-Process,2025-05-01 22:32:53,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,98.3,%,Pass,AN-meyerjoseph,2025-05-02 00:32:53,QA-debra72,QA-lambertscott
SMPL-00163,B2025159,ProductA,In-Process,2025-02-20 10:33:41,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,101.3,%,Pass,AN-jose98,2025-02-20 12:33:41,QA-douglas49,QA-lambertscott
SMPL-00164,B2025021,Product D ,In-Process,2025-03-18 03:43:41,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,7.6,,OOS,AN-zcole,2025-03-18 05:43:41,QA-debra72,QA-lambertscott
SMPL-00165,B2025133,Product D ,Finished Product,2024-11-28 09:27:01,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,98.8,%,Pass,AN-wallderek,2024-11-28 12:27:01,,
SMPL-00166,B2025106,ProductC,In-Process,2024-10-31 23:28:17,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,,,Test Not Performed,AN-bryantheather,2024-11-01 01:28:17,,
SMPL-00167,B2025208,ProductA,In-Process,2025-04-29 17:00:34,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.46,,Pass,AN-zcole,2025-04-29 20:00:34,QA-debra72,QA-douglas49
SMPL-00168,B2025097,ProductA,In-Process,2024-11-25 19:20:26,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,101.6,%,Pass,AN-lauraodom,2024-11-25 20:20:26,QA-lambertscott,
SMPL-00169,B2025008,Product D,Finished Product,2025-04-13 20:47:43,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,98.96,%,OOS,AN-jose98,2025-04-13 21:47:43,QA-douglas49,
SMPL-00170,B2025009,Product D,Finished Product,2024-10-17 02:58:43,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.07,,Pass,AN-wallderek,2024-10-17 06:58:43,QA-debra72,QA-douglas49
SMPL-00171,B2025046,ProductC,In-Process,2024-06-20 10:37:27,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,99.0,%,Pass,AN-lauraodom,2024-06-20 13:37:27,QA-georgejames,QA-debra72
SMPL-00172,B2025116,ProductA,In-Process,2025-01-02 21:00:57,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,98.86,%,OOS,AN-teresa11,2025-01-03 01:00:57,QA-douglas49,QA-georgejames
SMPL-00173,B2025024,ProductB,Finished Product,2024-07-05 19:56:11,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,7.22,,Pass,AN-meyerjoseph,2024-07-05 21:56:11,QA-georgejames,QA-lambertscott
SMPL-00174,B2025142,ProductC,In-Process,2024-12-25 22:55:13,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.28,%,Pass,AN-wallderek,2024-12-26 01:55:13,QA-debra72,
SMPL-00175,B2025138,ProductB,Finished Product,2025-02-11 03:58:49,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,7.4,,Pass,AN-teresa11,2025-02-11 04:58:49,QA-debra72,QA-lambertscott
SMPL-00176,B2025180,ProductA,In-Process,2024-08-14 22:44:23,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,99.48,%,Pass,AN-jose98,2024-08-15 01:44:23,QA-georgejames,
SMPL-00177,B2025103,ProductC,Finished Product,2025-02-22 03:10:04,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.09,%,Pass,AN-bryantheather,2025-02-22 04:10:04,QA-lambertscott,QA-georgejames
SMPL-00178,B2025194,ProductB,Finished Product,2025-04-10 22:34:21,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,6.51,,Pass,AN-bryantheather,2025-04-11 00:34:21,QA-lambertscott,
SMPL-00179,B2025038,ProductC,In-Process,2025-04-06 12:57:03,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-3,99.0,,99.23,%,Pass,AN-meyerjoseph,2025-04-06 15:57:03,QA-georgejames,QA-douglas49
SMPL-00180,B2025197,Product D,In-Process,2025-01-26 00:54:00,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,6.51,,Pass,AN-bryantheather,2025-01-26 02:54:00,QA-douglas49,QA-georgejames
SMPL-00181,B2025074,ProductA,Finished Product,2025-01-26 04:17:35,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-teresa11,2025-01-26 05:17:35,,
SMPL-00182,B2025169,ProductC,Finished Product,2024-12-23 14:44:51,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.26,,Pass,AN-jose98,2024-12-23 18:44:51,QA-douglas49,QA-lambertscott
SMPL-00183,B2025017,ProductB,Finished Product,2024-12-10 15:01:43,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-3,99.0,,99.89,%,Pass,AN-lauraodom,2024-12-10 19:01:43,QA-lambertscott,QA-debra72
SMPL-00184,B2025176,Product D ,In-Process,2024-12-29 07:55:58,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,98.93,%,OOS,AN-meyerjoseph,2024-12-29 08:55:58,QA-douglas49,
SMPL-00185,B2025009,Product D ,Finished Product,2024-10-17 02:40:43,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.59,%,Pass,AN-zcole,2024-10-17 04:40:43,QA-georgejames,QA-lambertscott
SMPL-00186,B2025107,ProductC,Finished Product,2024-09-27 15:02:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.35,%,Pass,AN-jose98,2024-09-27 19:02:16,QA-lambertscott,QA-georgejames
SMPL-00187,B2025197,Product D ,Finished Product,2025-01-25 23:25:00,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.53,,OOS,AN-meyerjoseph,2025-01-26 01:25:00,QA-debra72,QA-douglas49
SMPL-00188,B2025054,ProductB,In-Process,2024-10-07 11:30:51,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-2,98.0,102.0,98.2,%,Pass,AN-bryantheather,2024-10-07 13:30:51,,
SMPL-00189,B2025057,ProductA,Finished Product,2024-10-06 20:58:15,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.33,,Pass,AN-meyerjoseph,2024-10-06 21:58:15,QA-douglas49,QA-georgejames
SMPL-00190,B2025144,Product D,Finished Product,2025-04-10 11:28:00,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.52,%,Pass,AN-lauraodom,2025-04-10 14:28:00,QA-debra72,QA-lambertscott
SMPL-00191,B2025177,ProductA,In-Process,2025-02-02 04:06:48,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,99.9,%,Pass,AN-lauraodom,2025-02-02 06:06:48,QA-lambertscott,QA-debra72
SMPL-00192,B2025190,ProductA,Finished Product,2025-03-06 18:25:59,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,6.6,,Pass,AN-zcole,2025-03-06 20:25:59,QA-lambertscott,QA-georgejames
SMPL-00193,B2025212,ProductA,In-Process,2024-11-01 23:24:00,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.06,%,Pass,AN-zcole,2024-11-02 03:24:00,QA-debra72,QA-lambertscott
SMPL-00194,B2025030,ProductC,Finished Product,2024-12-18 17:37:56,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-3,99.0,,99.09,%,Pass,AN-meyerjoseph,2024-12-18 19:37:56,QA-debra72,QA-georgejames
SMPL-00195,B2025206,ProductC,Finished Product,2025-05-25 14:03:16,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.47,,Pass,AN-wallderek,2025-05-25 18:03:16,QA-georgejames,QA-douglas49
SMPL-00196,B2025111,Product D ,Finished Product,2025-05-16 19:33:25,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,,%,Test Not Performed,AN-bryantheather,2025-05-16 23:33:25,,
SMPL-00197,B2025008,Product D ,In-Process,2025-04-13 19:53:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-3,98.0,102.0,101.0,%,Pass,AN-teresa11,2025-04-13 20:53:43,QA-debra72,QA-lambertscott
SMPL-00198,B2025193,ProductA,Finished Product,2025-04-23 00:11:09,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.38,,Pass,AN-meyerjoseph,2025-04-23 01:11:09,,
SMPL-00199,B2025140,ProductB,In-Process,2024-06-25 16:39:03,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-3,99.0,,99.93,%,Pass,AN-meyerjoseph,2024-06-25 17:39:03,QA-debra72,QA-lambertscott
SMPL-00200,B2025097,ProductA,In-Process,2024-11-25 18:56:26,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.05,%,Pass,AN-jose98,2024-11-25 21:56:26,QA-debra72,QA-georgejames
SMPL-00201,B2025095,Product D ,Finished Product,2024-12-31 13:28:46,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,6.96,,Pass,AN-zcole,2024-12-31 16:28:46,QA-douglas49,
SMPL-00202,B2025055,Product D,Finished Product,2025-02-12 22:36:30,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.1,%,Pass,AN-lauraodom,2025-02-13 02:36:30,QA-douglas49,QA-debra72
SMPL-00203,B2025012,ProductB,Finished Product,2024-09-10 15:09:49,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,99.8,%,Pass,AN-lauraodom,2024-09-10 16:09:49,,
SMPL-00204,B2025055,Product D,Finished Product,2025-02-12 21:08:30,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,99.3,%,Pass,AN-bryantheather,2025-02-12 22:08:30,QA-debra72,QA-georgejames
SMPL-00205,B2025213,ProductB,Finished Product,2025-06-15 03:52:46,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.51,,OOS,AN-lauraodom,2025-06-15 05:52:46,QA-debra72,QA-lambertscott
SMPL-00206,B2025071,ProductC,Finished Product,2024-11-20 04:10:49,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.67,%,Pass,AN-jose98,2024-11-20 06:10:49,QA-debra72,QA-douglas49
SMPL-00207,B2025015,ProductA,In-Process,2025-01-17 22:55:29,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.09,%,Pass,AN-bryantheather,2025-01-17 23:55:29,QA-douglas49,QA-lambertscott
SMPL-00208,B2025055,Product D,Finished Product,2025-02-12 20:59:30,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,99.3,%,Pass,AN-meyerjoseph,2025-02-12 22:59:30,QA-debra72,QA-georgejames
SMPL-00209,B2025101,ProductB,In-Process,2025-06-14 22:28:04,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,98.9,%,Pass,AN-bryantheather,2025-06-15 00:28:04,QA-douglas49,
SMPL-00210,B2025074,ProductA,Finished Product,2025-01-26 05:30:35,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,7.11,,Pass,AN-zcole,2025-01-26 09:30:35,QA-georgejames,
SMPL-00211,B2025006,ProductA,In-Process,2024-09-08 19:38:33,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,,%,Test Not Performed,AN-jose98,2024-09-08 23:38:33,,
SMPL-00212,B2025168,ProductC,Finished Product,2024-10-31 09:15:27,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.41,%,Pass,AN-jose98,2024-10-31 12:15:27,QA-debra72,QA-douglas49
SMPL-00213,B2025086,ProductB,Finished Product,2024-07-19 06:13:44,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,98.5,%,Pass,AN-lauraodom,2024-07-19 10:13:44,QA-debra72,QA-georgejames
SMPL-00214,B2025146,ProductB,Finished Product,2024-09-19 08:36:04,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,98.91,%,OOS,AN-teresa11,2024-09-19 11:36:04,QA-lambertscott,QA-debra72
SMPL-00215,B2025166,Product D ,In-Process,2024-10-29 13:06:58,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,98.9,%,Pass,AN-meyerjoseph,2024-10-29 14:06:58,QA-georgejames,QA-douglas49
SMPL-00216,B2025133,Product D,In-Process,2024-11-28 10:53:01,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.98,%,Pass,AN-meyerjoseph,2024-11-28 13:53:01,QA-debra72,QA-douglas49
SMPL-00217,B2025171,Product D ,Finished Product,2024-11-19 21:00:43,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.87,%,Pass,AN-bryantheather,2024-11-19 22:00:43,QA-lambertscott,QA-georgejames
SMPL-00218,B2025074,ProductA,In-Process,2025-01-26 03:59:35,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,98.81,%,OOS,AN-teresa11,2025-01-26 05:59:35,QA-debra72,QA-georgejames
SMPL-00219,B2025193,ProductA,Finished Product,2025-04-22 22:53:09,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,98.93,%,OOS,AN-lauraodom,2025-04-22 23:53:09,QA-lambertscott,QA-georgejames
SMPL-00220,B2025010,Product D,In-Process,2025-01-30 03:11:02,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,6.93,,Pass,AN-meyerjoseph,2025-01-30 04:11:02,QA-debra72,QA-georgejames
SMPL-00221,B2025205,Product D,Finished Product,2024-11-07 19:07:24,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.14,%,Pass,AN-meyerjoseph,2024-11-07 23:07:24,QA-debra72,
SMPL-00222,B2025009,Product D ,In-Process,2024-10-17 03:14:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,99.7,%,Pass,AN-jose98,2024-10-17 04:14:43,QA-georgejames,QA-debra72
SMPL-00223,B2025204,ProductB,Finished Product,2024-08-22 07:39:36,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.43,%,Pass,AN-wallderek,2024-08-22 10:39:36,,
SMPL-00224,B2025099,ProductB,In-Process,2025-04-13 14:02:25,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,100.8,%,Pass,AN-bryantheather,2025-04-13 15:02:25,QA-lambertscott,
SMPL-00225,B2025037,ProductC,In-Process,2024-06-20 07:15:36,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.2,,Pass,AN-wallderek,2024-06-20 11:15:36,,
SMPL-00226,B2025032,ProductA,In-Process,2025-02-17 13:33:13,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,,%,Test Not Performed,AN-jose98,2025-02-17 16:33:13,,
SMPL-00227,B2025016,ProductC,Finished Product,2024-07-05 15:08:41,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,100.6,%,Pass,AN-jose98,2024-07-05 19:08:41,QA-douglas49,
SMPL-00228,B2025074,ProductA,In-Process,2025-01-26 04:10:35,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.04,,Pass,AN-wallderek,2025-01-26 07:10:35,,
SMPL-00229,B2025160,ProductC,Finished Product,2024-08-09 02:40:16,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.49,%,Pass,AN-jose98,2024-08-09 06:40:16,QA-lambertscott,QA-georgejames
SMPL-00230,B2025178,ProductC,Finished Product,2024-07-16 07:45:43,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,97.5,%,OOS,AN-teresa11,2024-07-16 11:45:43,QA-douglas49,QA-debra72
